,0,1,2,3,4,5,6
3426,Kepler-720 b,2871,0.168 Jupiters,15.164,2016,4.7 days,0.0
3427,Kepler-721 b,2766,7.46 Earths,15.643,2016,5.4 days,0.0
3428,Kepler-722 b,4485,7.41 Earths,15.373,2016,4.1 days,0.0
3429,Kepler-722 c,4485,8.35 Earths,15.373,2016,105.1 days,0.0
3430,Kepler-723 b,3148,Unknown,15.201,2016,4.1 days,0.0
3431,Kepler-724 b,2812,10.8 Earths,15.121,2016,3.3 days,0.0
3432,Kepler-725 b,2538,0.25 Jupiters,14.993,2016,39.6 days,0.0
3433,Kepler-726 b,2734,10.7 Earths,15.035,2016,21.8 days,0.0
3434,Kepler-727 b,2910,6.94 Earths,15.352,2016,5.2 days,0.0
3435,Kepler-728 b,4032,11.1 Earths,15.525,2016,5.7 days,0.0
3436,Kepler-729 b,4146,12.5 Earths,15.547,2016,3.2 days,0.0
3437,Kepler-730 b,6590,Unknown,15.611,2016,6.5 days,0.0
3438,Kepler-730 c,6590,3.09 Earths,15.611,2018,2.9 days,0.0
3439,Kepler-731 b,4276,Unknown,15.285,2016,3.9 days,0.0
3440,Kepler-732 b,489,5.39 Earths,15.052,2016,9.5 days,0.0
3441,Kepler-732 c,489,2.15 Earths,15.052,2016,0.9 days,0.0
3442,Kepler-733 b,3197,8.35 Earths,15.395,2016,20.8 days,0.0
3443,Kepler-734 b,1804,12.4 Earths,14.412,2016,6.1 days,0.0
3444,Kepler-735 b,2577,9.01 Earths,15.385,2016,11.5 days,0.0
3445,Kepler-736 b,3285,8.91 Earths,15.742,2016,3.6 days,0.0
3446,Kepler-737 b,636,4.5 Earths,15.146,2016,28.6 days,0.0
3447,Kepler-738 b,3236,6.8 Earths,15.591,2016,24.6 days,0.0
3448,Kepler-739 b,3680,11 Earths,15.453,2016,12.5 days,0.0
3449,Kepler-740 b,4117,18.9 Earths,15.923,2016,3.6 days,0.0
3450,Kepler-741 b,4991,9.11 Earths,15.046,2016,7 days,0.0
3451,Kepler-742 b,1628,10.6 Earths,15.172,2016,8.4 days,0.0
3452,Kepler-743 b,842,1.92 Earths,12.541,2016,3.2 days,0.0
3453,Kepler-744 b,1585,3.26 Earths,13.584,2016,12.1 days,0.0
3454,Kepler-745 b,3911,5.31 Earths,15.163,2016,9.9 days,0.0
3455,Kepler-746 b,1468,1.41 Earths,13.611,2016,3.5 days,0.0
3456,Kepler-747 b,2789,24.1 Earths,15.724,2016,35.6 days,0.0
3457,Kepler-748 b,4146,6.9 Earths,15.219,2016,7.4 days,0.0
3458,Kepler-749 b,2456,9.8 Earths,15.773,2016,17.3 days,0.0
3459,Kepler-74 b,3974,0.63 Jupiters,14.23,2013,7.3 days,0.0
3460,Kepler-750 b,3852,9.64 Earths,14.467,2016,9.4 days,0.0
3461,Kepler-750 c,3852,3.26 Earths,14.467,2016,4.1 days,0.0
3462,Kepler-751 b,2440,6.62 Earths,14.98,2016,17.4 days,0.0
3463,Kepler-752 b,3507,8.3 Earths,15.719,2016,18.8 days,0.0
3464,Kepler-753 b,907,4.31 Earths,14.475,2016,5.7 days,0.0
3465,Kepler-754 b,3888,4.7 Earths,15.126,2016,14.6 days,0.0
3466,Kepler-755 b,1200,3.75 Earths,14.024,2016,1.3 days,0.0
3467,Kepler-755 c,1200,2.13 Earths,14.024,2016,2.9 days,0.0
3468,Kepler-756 b,2779,1.46 Earths,15.391,2016,1.2 days,0.0
3469,Kepler-757 b,3314,2.42 Earths,14.764,2016,1 days,0.0
3470,Kepler-758 b,4413,6.71 Earths,14.327,2016,12.1 days,0.0
3471,Kepler-758 c,4413,3.5 Earths,14.327,2016,4.8 days,0.0
3472,Kepler-758 d,4413,5.14 Earths,14.327,2016,20.5 days,0.0
3473,Kepler-758 e,4413,2.96 Earths,14.327,2016,8.2 days,0.0
3474,Kepler-759 b,2910,5.77 Earths,14.787,2016,41.8 days,0.0
3475,Kepler-75 b,2791,10.1 Jupiters,15.179,2013,8.9 days,0.57
3476,Kepler-760 b,2551,9.59 Earths,15.073,2016,8.7 days,0.0
3477,Kepler-760 c,2551,2.79 Earths,15.073,2016,2.5 days,0.0
3478,Kepler-761 b,2828,4.78 Earths,14.709,2016,10.1 days,0.0
3479,Kepler-762 b,4779,Unknown,15.427,2016,3.8 days,0.0
3480,Kepler-763 b,2942,1.98 Earths,15.682,2016,1.2 days,0.0
3481,Kepler-764 b,3304,3.33 Earths,15.3,2016,7.3 days,0.0
3482,Kepler-765 b,3262,6.48 Earths,14.6,2016,27.7 days,0.0
3483,Kepler-766 b,5265,11.4 Earths,15.648,2016,6.1 days,0.0
3484,Kepler-767 b,3865,35.7 Earths,15.418,2016,161.5 days,0.0
3485,Kepler-768 b,2593,3.86 Earths,15.723,2016,11.4 days,0.0
3486,Kepler-769 b,4443,8.85 Earths,14.76,2016,7.4 days,0.0
3487,Kepler-769 c,4443,3.86 Earths,14.76,2016,16 days,0.0
3488,Kepler-76 b,2749,2.01 Jupiters,13.276,2013,1.5 days,< 0.078
3489,Kepler-770 b,2482,5.9 Earths,14.597,2016,18.9 days,0.0
3490,Kepler-770 c,2482,1.87 Earths,14.597,2016,1.5 days,0.0
3491,Kepler-770 d,2482,2.54 Earths,14.597,2016,4.2 days,0.0
3492,Kepler-771 b,3262,3.97 Earths,14.746,2016,8.7 days,0.0
3493,Kepler-772 b,2248,3.97 Earths,13.956,2016,13 days,0.0
3494,Kepler-773 b,1722,2.63 Earths,13.28,2016,3.7 days,0.0
3495,Kepler-774 b,3882,10.2 Earths,12.77,2016,11.1 days,0.0
3496,Kepler-775 b,1305,1.81 Earths,13.467,2016,1 days,0.0
3497,Kepler-776 b,2371,2.18 Earths,15.42,2016,4.9 days,0.0
3498,Kepler-777 b,1249,2.76 Earths,15.94,2016,5.7 days,0.0
3499,Kepler-778 b,2933,3.46 Earths,15.751,2016,3.8 days,0.0
3500,Kepler-779 b,731,0.721 Earths,15.634,2016,7.1 days,0.0
3501,Kepler-77 b,1859,0.43 Jupiters,13.917,2013,3.6 days,0.0
3502,Kepler-780 b,1696,0.64 Earths,13.339,2016,0.7 days,0.0
3503,Kepler-781 b,3379,8.7 Earths,15.951,2016,13.2 days,0.0
3504,Kepler-782 b,1344,10.4 Earths,12.73,2016,158.7 days,0.0
3505,Kepler-783 b,1775,0.399 Earths,13.938,2016,4.3 days,0.0
3506,Kepler-783 c,1775,6.04 Earths,13.938,2020,7.1 days,0.0
3507,Kepler-784 b,1970,3.12 Earths,13.263,2016,31.6 days,0.0
3508,Kepler-785 b,2172,Unknown,15.762,2016,2 days,0.0
3509,Kepler-786 b,1670,6.48 Earths,14.946,2016,53.5 days,0.0
3510,Kepler-787 b,1527,2.18 Earths,15.861,2016,0.9 days,0.0
3511,Kepler-788 b,5379,7.04 Earths,15.26,2016,8.4 days,0.0
3512,Kepler-789 b,2985,5.14 Earths,14.509,2016,8.6 days,0.0
3513,Kepler-78 b,407,3.1783 Earths,11.529,2013,0.4 days,0.0
3514,Kepler-790 b,2371,5.39 Earths,15.195,2016,13.7 days,0.0
3515,Kepler-791 b,4720,9.53 Earths,14.369,2016,14.6 days,0.0
3516,Kepler-792 b,3931,4.5 Earths,14.976,2016,11.3 days,0.0
3517,Kepler-793 b,2590,2.45 Earths,14.601,2016,4.2 days,0.0
3518,Kepler-794 b,2489,5.1 Earths,13.442,2016,11.1 days,0.0
3519,Kepler-795 b,1494,3.46 Earths,13.311,2016,29.6 days,0.0
3520,Kepler-796 b,1230,2.24 Earths,12.987,2016,6.4 days,0.0
3521,Kepler-797 b,2453,5.35 Earths,14.542,2016,27.1 days,0.0
3522,Kepler-798 b,3539,6.3 Earths,14.165,2016,13.7 days,0.0
3523,Kepler-799 b,3357,37.9 Earths,15.12,2016,133.5 days,0.0
3524,Kepler-79 b,3430,10.9 Earths,13.882,2012,13.5 days,0.02
3525,Kepler-79 c,3430,5.9 Earths,13.882,2012,27.4 days,0.03
3526,Kepler-79 d,3430,6 Earths,13.882,2014,52.1 days,0.03
3527,Kepler-79 e,3430,4.1 Earths,13.882,2014,81.1 days,0.01
3528,Kepler-7 b,3091,0.441 Jupiters,12.865,2009,4.9 days,< 0.026
3529,Kepler-800 b,3422,8.5 Earths,15.748,2016,14.1 days,0.0
3530,Kepler-801 b,1367,4.66 Earths,15.276,2016,11.4 days,0.0
3531,Kepler-802 b,2701,12.3 Earths,14.811,2016,40.1 days,0.0
3532,Kepler-803 b,2006,13.8 Earths,13.63,2016,50.3 days,0.0
3533,Kepler-804 b,2114,4.42 Earths,13.736,2016,14.4 days,0.0
3534,Kepler-804 c,2114,1.55 Earths,13.736,2016,9.7 days,0.0
3535,Kepler-805 b,2143,8.7 Earths,12.505,2016,30.9 days,0.0
3536,Kepler-806 b,848,1.55 Earths,11.591,2016,8.1 days,0.0
3537,Kepler-807 b,4280,0.242 Jupiters,15.069,2016,117.9 days,0.0
3538,Kepler-808 b,1047,2.73 Earths,14.354,2016,0.6 days,0.0
3539,Kepler-809 b,3043,9.32 Earths,14.68,2016,55.6 days,0.0
3540,Kepler-80 b,1165,6.93 Earths,14.756,2012,7.1 days,0.0
3541,Kepler-80 c,1165,6.74 Earths,14.756,2012,9.5 days,0.0
3542,Kepler-80 d,1165,6.75 Earths,14.756,2014,3.1 days,0.0
3543,Kepler-80 e,1165,4.13 Earths,14.756,2014,4.6 days,0.0
3544,Kepler-80 f,1165,1.92 Earths,14.756,2016,1 days,0.0
3545,Kepler-80 g,1165,1.51 Earths,14.756,2017,14.6 days,0.0
3546,Kepler-810 b,5069,4.38 Earths,15.761,2016,4.6 days,0.0
3547,Kepler-811 b,2763,7.75 Earths,13.958,2016,23.6 days,0.0
3548,Kepler-812 b,4834,12.3 Earths,13.749,2016,10.1 days,0.0
3549,Kepler-813 b,2740,5.22 Earths,14.535,2016,19.1 days,0.0
3550,Kepler-814 b,4329,5.14 Earths,14.666,2016,6.1 days,0.0
3551,Kepler-815 b,3911,15.8 Earths,13.231,2016,8.6 days,0.0
3552,Kepler-816 b,3454,0.234 Jupiters,15.936,2016,10.5 days,0.0
3553,Kepler-817 b,4570,0.189 Jupiters,15.597,2016,4 days,0.0
3554,Kepler-818 b,3154,22.9 Earths,15.057,2016,10 days,0.0
3555,Kepler-819 b,2355,8.05 Earths,15.066,2016,33.2 days,0.0
3556,Kepler-81 b,1148,17.2 Earths,15.004,2012,6 days,0.0
3557,Kepler-81 c,1148,4.3 Earths,15.004,2012,12 days,0.0
3558,Kepler-81 d,1148,1.92 Earths,15.004,2014,20.8 days,0.0
3559,Kepler-820 b,3226,30.8 Earths,13.944,2016,127.8 days,0.0
3560,Kepler-821 b,2019,2.27 Earths,14.818,2016,1.9 days,0.0
3561,Kepler-822 b,3118,3.78 Earths,14.597,2016,3.2 days,0.0
3562,Kepler-823 b,2923,3.09 Earths,14.762,2016,4.2 days,0.0
3563,Kepler-824 b,4410,4.16 Earths,14.883,2016,4.5 days,0.0
3564,Kepler-825 b,2675,2.96 Earths,14.145,2016,3.8 days,0.0
3565,Kepler-825 c,2675,4.04 Earths,14.145,2016,8.2 days,0.0
3566,Kepler-826 b,2117,2.1 Earths,13.412,2016,4.5 days,0.0
3567,Kepler-827 b,4410,27 Earths,15.862,2016,51.9 days,0.0
3568,Kepler-828 b,2039,2.89 Earths,15.044,2016,0.6 days,0.0
3569,Kepler-829 b,3112,5.1 Earths,14.921,2016,6.9 days,0.0
3570,Kepler-82 b,3027,12.15 Earths,15.138,2012,26.4 days,0.0
3571,Kepler-82 c,3027,13.9 Earths,15.138,2012,51.5 days,0.01
3572,Kepler-82 d,3027,3.78 Earths,15.138,2014,2.4 days,0.0
3573,Kepler-82 e,3027,6.66 Earths,15.138,2014,5.9 days,0.0
3574,Kepler-82 f,3027,20.9 Earths,15.138,2019,75.7 days,0.0
3575,Kepler-830 b,3660,3.53 Earths,14.789,2016,11.3 days,0.0
3576,Kepler-831 b,1882,2.15 Earths,13.631,2016,5.6 days,0.0
3577,Kepler-832 b,4391,4.9 Earths,15.859,2016,7.1 days,0.0
3578,Kepler-833 b,1373,4.74 Earths,15.469,2016,18.8 days,0.0
3579,Kepler-834 b,2022,4.74 Earths,15.928,2016,13.3 days,0.0
3580,Kepler-835 b,6560,8.2 Earths,15.89,2016,11.4 days,0.0
3581,Kepler-836 b,3272,7.9 Earths,14.587,2016,11.4 days,0.0
3582,Kepler-837 b,2760,7.08 Earths,15.229,2016,16.6 days,0.0
3583,Kepler-838 b,3947,7.9 Earths,15.23,2016,15.7 days,0.0
3584,Kepler-839 b,2717,7.13 Earths,13.563,2016,37.8 days,0.0
3585,Kepler-83 b,1321,0.132 Jupiters,15.783,2012,9.8 days,0.0
3586,Kepler-83 c,1321,11.4 Earths,15.783,2012,20.1 days,0.0
3587,Kepler-83 d,1321,24.6 Earths,15.783,2014,5.2 days,0.0
3588,Kepler-840 b,2538,135 Jupiters,14.129,2016,2.5 days,0.0
3589,Kepler-841 b,3432,23.8 Earths,15.744,2016,124.4 days,0.0
3590,Kepler-842 b,1801,3.19 Earths,15.13,2016,1.2 days,0.0
3591,Kepler-843 b,4068,7.22 Earths,15.248,2016,2.1 days,0.0
3592,Kepler-844 b,1285,3.46 Earths,15.796,2016,2.6 days,0.0
3593,Kepler-845 b,1536,4.82 Earths,14.639,2016,0.9 days,0.0
3594,Kepler-846 b,4022,6.71 Earths,15.604,2016,19.8 days,0.0
3595,Kepler-847 b,1726,1.76 Earths,14.78,2016,2.3 days,0.0
3596,Kepler-848 b,2600,3.53 Earths,14.011,2016,6.9 days,0.0
3597,Kepler-849 b,2437,0.127 Jupiters,12.836,2016,394.6 days,0.0
3598,Kepler-84 b,4708,40 Earths,14.79,2012,8.7 days,0.0
3599,Kepler-84 c,4708,20.2 Earths,14.79,2012,12.9 days,0.0
3600,Kepler-84 d,4708,2.48 Earths,14.79,2014,4.2 days,0.0
3601,Kepler-84 e,4708,7.27 Earths,14.79,2014,27.4 days,0.0
3602,Kepler-84 f,4708,5.48 Earths,14.79,2014,44.6 days,0.0
3603,Kepler-850 b,5007,3.82 Earths,15.427,2016,7.2 days,0.0
3604,Kepler-851 b,2835,3.46 Earths,15.108,2016,8.5 days,0.0
3605,Kepler-852 b,2786,6.99 Earths,13.907,2016,44.9 days,0.0
3606,Kepler-853 b,1990,3.5 Earths,12.248,2016,7.2 days,0.0
3607,Kepler-854 b,2417,132 Jupiters,13.504,2016,2.1 days,0.0
3608,Kepler-855 b,3402,0.166 Jupiters,15.019,2016,7.9 days,0.0
3609,Kepler-856 b,3833,0.199 Jupiters,15.557,2016,8 days,0.0
3610,Kepler-857 b,3389,37.2 Earths,15.064,2016,85.4 days,0.0
3611,Kepler-858 b,966,21.1 Earths,12.411,2016,76.1 days,0.0
3612,Kepler-859 b,2985,9.75 Earths,15.88,2016,20.4 days,0.0
3613,Kepler-85 b,2551,4.54 Earths,14.766,2012,8.3 days,0.0
3614,Kepler-85 c,2551,20.9 Earths,14.766,2012,12.5 days,0.0
3615,Kepler-85 d,2551,1.87 Earths,14.766,2014,17.9 days,0.0
3616,Kepler-85 e,2551,0.6 Earths,14.766,2014,25.2 days,0.0
3617,Kepler-860 b,4224,10.6 Earths,15.403,2016,5.1 days,0.0
3618,Kepler-861 b,2629,5.82 Earths,15.596,2016,3.9 days,0.0
3619,Kepler-862 b,2629,5.52 Earths,15.303,2016,3.1 days,0.0
3620,Kepler-863 b,3735,8.75 Earths,15.446,2016,15.6 days,0.0
3621,Kepler-864 b,5131,6.35 Earths,15.782,2016,5.8 days,0.0
3622,Kepler-865 b,2166,6.76 Earths,14.504,2016,14.2 days,0.0
3623,Kepler-866 b,2251,3.29 Earths,15.797,2016,2.6 days,0.0
3624,Kepler-867 b,2688,19.4 Earths,14.885,2016,150.2 days,0.0
3625,Kepler-868 b,4139,4.86 Earths,15.618,2016,5 days,0.0
3626,Kepler-869 b,3122,12.7 Earths,14.969,2016,40.4 days,0.0
3627,Kepler-870 b,4016,8.15 Earths,15.222,2016,21.4 days,0.0
3628,Kepler-871 b,5529,13.5 Earths,15.642,2016,22 days,0.0
3629,Kepler-872 b,3634,4.62 Earths,15.071,2016,2.6 days,0.0
3630,Kepler-873 b,4557,13.5 Earths,14.795,2016,20.6 days,0.0
3631,Kepler-874 b,3497,14.7 Earths,14.694,2016,40.1 days,0.0
3632,Kepler-875 b,4058,8.75 Earths,15.21,2016,27.5 days,0.0
3633,Kepler-876 b,2398,2.63 Earths,15.33,2016,5.1 days,0.0
3634,Kepler-877 b,1866,5.14 Earths,14.523,2016,18.5 days,0.0
3635,Kepler-878 b,1850,4.38 Earths,14.79,2016,25.9 days,0.0
3636,Kepler-879 b,2518,7.13 Earths,14.238,2016,33.4 days,0.0
3637,Kepler-87 b,4168,1.02 Jupiters,14.587,2013,114.7 days,0.04
3638,Kepler-87 c,4168,6.4 Earths,14.587,2013,191.2 days,0.04
3639,Kepler-880 b,2195,7.56 Earths,11.964,2016,7.7 days,0.0
3640,Kepler-881 b,4449,3.82 Earths,15.177,2016,4.4 days,0.0
3641,Kepler-882 b,1713,2.04 Earths,14.077,2016,4 days,0.0
3642,Kepler-883 b,1791,3.82 Earths,13.007,2016,13 days,0.0
3643,Kepler-884 b,1370,2.04 Earths,13.047,2016,5.7 days,0.0
3644,Kepler-885 b,2062,6.8 Earths,12.788,2016,18.1 days,0.0
3645,Kepler-886 b,2796,2.92 Earths,13.894,2016,6.2 days,0.0
3646,Kepler-887 b,2711,4.04 Earths,13.45,2016,20.4 days,0.0
3647,Kepler-887 c,2711,1.51 Earths,13.45,2016,7.6 days,0.0
3648,Kepler-888 b,1347,3.75 Earths,12.981,2016,70.7 days,0.0
3649,Kepler-889 b,1673,1.32 Earths,12.68,2016,3.7 days,0.0
3650,Kepler-88 d,1106,3.05046 Jupiters,13.11,2020,3.8 years,0.41
3651,Kepler-890 b,4524,0.184 Jupiters,15.136,2016,52.8 days,0.0
3652,Kepler-891 b,4475,33.6 Earths,15.273,2016,53.4 days,0.0
3653,Kepler-892 b,2088,8.3 Earths,15.59,2016,13.8 days,0.0
3654,Kepler-893 b,3967,9.43 Earths,15.174,2016,6.3 days,0.0
3655,Kepler-894 b,3556,8.15 Earths,15.406,2016,9.8 days,0.0
3656,Kepler-895 b,1683,2.99 Earths,15.98,2016,2.8 days,0.0
3657,Kepler-896 b,2923,6.94 Earths,15.431,2016,144.5 days,0.0
3658,Kepler-897 b,3742,6.3 Earths,15.079,2016,8 days,0.0
3659,Kepler-898 b,1562,2.83 Earths,15.939,2016,5.9 days,0.0
3660,Kepler-899 b,3386,7.65 Earths,15.382,2016,19.2 days,0.0
3661,Kepler-8 b,3435,0.59 Jupiters,13.9,2010,3.5 days,< 0.18
3662,Kepler-900 b,1647,4.98 Earths,14.945,2016,7 days,0.0
3663,Kepler-901 b,786,2.45 Earths,14.68,2016,3.5 days,0.0
3664,Kepler-902 b,2949,6.99 Earths,14.858,2016,40.1 days,0.0
3665,Kepler-903 b,2704,4.7 Earths,14.615,2016,10.4 days,0.0
3666,Kepler-903 c,2704,6.94 Earths,14.615,2016,62.9 days,0.0
3667,Kepler-904 b,3755,3.78 Earths,14.392,2016,3 days,0.0
3668,Kepler-905 b,1700,2.57 Earths,13.95,2016,5.1 days,0.0
3669,Kepler-906 b,2473,5.1 Earths,13.918,2016,41.7 days,0.0
3670,Kepler-907 b,1148,1.87 Earths,11.462,2016,15.9 days,0.0
3671,Kepler-908 b,816,1.98 Earths,11.465,2016,1.3 days,0.0
3672,Kepler-909 b,1037,2.76 Earths,11.51,2016,13.9 days,0.0
3673,Kepler-90b,2544,2.27 Earths,13.74,2013,7 days,0.0
3674,Kepler-90c,2544,1.81 Earths,13.74,2013,8.7 days,0.0
3675,Kepler-90d,2544,8.6 Earths,13.74,2013,59.7 days,0.0
3676,Kepler-90e,2544,7.56 Earths,13.74,2013,91.9 days,0.0
3677,Kepler-90f,2544,8.65 Earths,13.74,2013,124.9 days,0.0
3678,Kepler-90g,2544,0.8 Jupiters,13.74,2013,210.6 days,0.0
3679,Kepler-90h,2544,1.2 Jupiters,13.74,2013,331.6 days,0.0
3680,Kepler-90 i,2544,2.3 Earths,13.74,2017,14.4 days,0.0
3681,Kepler-910 b,1311,0.477 Earths,11.529,2016,2.4 days,0.0
3682,Kepler-911 b,1850,7.27 Earths,11.829,2016,20.3 days,0.0
3683,Kepler-912 b,4126,8.25 Earths,15.326,2016,2.5 days,0.0
3684,Kepler-913 b,1947,4.9 Earths,15.739,2016,10.3 days,0.0
3685,Kepler-914 b,2212,2.48 Earths,13.548,2016,4.4 days,0.0
3686,Kepler-915 b,2629,2.86 Earths,13.241,2016,4.6 days,0.0
3687,Kepler-916 b,2508,3.75 Earths,15.175,2016,32.3 days,0.0
3688,Kepler-917 b,3350,4.31 Earths,15.853,2016,3 days,0.0
3689,Kepler-918 b,4061,3.68 Earths,14.955,2016,4.9 days,0.0
3690,Kepler-919 b,3976,5.69 Earths,14.678,2016,11 days,0.0
3691,Kepler-91 b,4386,0.81 Jupiters,12.476,2013,6.2 days,0.05
3692,Kepler-920 b,3021,6.44 Earths,15.268,2016,6.5 days,0.0
3693,Kepler-920 c,3021,13.8 Earths,15.268,2016,100.8 days,0.0
3694,Kepler-921 b,2763,8.6 Earths,14.705,2016,51.3 days,0.0
3695,Kepler-922 b,1820,2.6 Earths,13.745,2016,0.9 days,0.0
3696,Kepler-923 b,3151,2.48 Earths,14.012,2016,6.9 days,0.0
3697,Kepler-924 b,3246,9.64 Earths,14.137,2016,61 days,0.0
3698,Kepler-925 b,2032,6.08 Earths,15.816,2016,33.9 days,0.0
3699,Kepler-926 b,2515,5.95 Earths,14.259,2016,52.1 days,0.0
3700,Kepler-927 b,2867,3.61 Earths,14.601,2016,9.1 days,0.0
3701,Kepler-928 b,1735,3.15 Earths,15.323,2016,3.9 days,0.0
3702,Kepler-929 b,2675,1.41 Earths,14.504,2016,0.9 days,0.0
3703,Kepler-92 b,1581,0.202 Jupiters,11.745,2013,13.7 days,0.17
3704,Kepler-92 c,1581,6.1 Earths,11.745,2013,26.7 days,0.04
3705,Kepler-92 d,1581,4.93 Earths,11.745,2015,49.4 days,0.07
3706,Kepler-930 b,2952,5.18 Earths,13.763,2016,71.5 days,0.0
3707,Kepler-931 b,1598,2.33 Earths,14.488,2016,8 days,0.0
3708,Kepler-932 b,1559,2.45 Earths,14.136,2016,1.9 days,0.0
3709,Kepler-933 b,3008,6.62 Earths,15.438,2016,14.2 days,0.0
3710,Kepler-934 b,1967,5.02 Earths,15.034,2016,55.7 days,0.0
3711,Kepler-935 b,1572,2.39 Earths,14.9,2016,4.9 days,0.0
3712,Kepler-936 b,2241,2.7 Earths,14.789,2016,10.6 days,0.0
3713,Kepler-937 b,4834,13.4 Earths,15.194,2016,67.7 days,0.0
3714,Kepler-937 c,4834,7.61 Earths,15.194,2016,153.3 days,0.0
3715,Kepler-938 b,2809,5.56 Earths,15.004,2016,52.6 days,0.0
3716,Kepler-939 b,3357,3.71 Earths,15.52,2016,14.9 days,0.0
3717,Kepler-93 b,314,3.1783 Earths,9.862,2014,4.7 days,0.0
3718,Kepler-93 c,314,3 Jupiters,9.862,2014,4 years,0.0
3719,Kepler-940 b,4296,11.1 Earths,15.497,2016,59.6 days,0.0
3720,Kepler-941 b,3605,9.69 Earths,15.572,2016,17.4 days,0.0
3721,Kepler-942 b,711,5.18 Earths,13.066,2016,45 days,0.0
3722,Kepler-943 b,4042,29.5 Earths,15.639,2016,49.8 days,0.0
3723,Kepler-944 b,3376,7.41 Earths,15.711,2016,43.3 days,0.0
3724,Kepler-945 b,5033,7.41 Earths,15.86,2016,31 days,0.0
3725,Kepler-946 b,2995,4.38 Earths,14.923,2016,11.8 days,0.0
3726,Kepler-947 b,3875,5.82 Earths,15.752,2016,27 days,0.0
3727,Kepler-948 b,2884,4.08 Earths,14.786,2016,7.8 days,0.0
3728,Kepler-949 b,1866,8.8 Earths,14.508,2016,8.7 days,0.0
3729,Kepler-94 b,629,10.84 Earths,12.857,2014,2.5 days,0.0
3730,Kepler-94 c,629,9.836 Jupiters,12.857,2014,2.2 years,0.0
3731,Kepler-950 b,4857,0.188 Jupiters,15.681,2016,98.7 days,0.0
3732,Kepler-951 b,1331,26.7 Earths,14.491,2016,71.5 days,0.0
3733,Kepler-952 b,3807,0.143 Jupiters,15.188,2016,130.4 days,0.0
3734,Kepler-953 b,783,16.5 Earths,12.143,2016,88.4 days,0.0
3735,Kepler-953 c,783,1.81 Earths,12.143,2016,9.1 days,0.0
3736,Kepler-954 b,731,5.99 Earths,12.943,2016,16.8 days,0.0
3737,Kepler-955 b,2078,9.96 Earths,14.627,2016,14.5 days,0.0
3738,Kepler-956 b,2058,9.27 Earths,13.289,2016,5.2 days,0.0
3739,Kepler-957 b,2443,25.9 Earths,15.691,2016,5.9 days,0.0
3740,Kepler-958 b,1523,4.9 Earths,13.73,2016,9.8 days,0.0
3741,Kepler-959 b,3272,17.6 Earths,12.466,2016,14.8 days,0.0
3742,Kepler-95 b,1472,13 Earths,12.304,2014,11.5 days,0.0
3743,Kepler-960 b,972,5.86 Earths,13.841,2016,3.1 days,0.0
3744,Kepler-961 b,1980,7.04 Earths,14.043,2016,16.9 days,0.0
3745,Kepler-962 b,1432,4.54 Earths,13.558,2016,12.1 days,0.0
3746,Kepler-963 b,2564,7.56 Earths,14.912,2016,10 days,0.0
3747,Kepler-964 b,1559,5.14 Earths,13.903,2016,13.5 days,0.0
3748,Kepler-965 b,2016,11.4 Earths,13.333,2016,134.3 days,0.0
3749,Kepler-966 b,2522,16 Earths,14.444,2016,99.7 days,0.0
3750,Kepler-967 b,1628,6.12 Earths,14.451,2016,13.2 days,0.0
3751,Kepler-967 c,1628,12.9 Earths,14.451,2016,198.7 days,0.0
3752,Kepler-968 b,1018,4.66 Earths,14.25,2016,3.7 days,0.0
3753,Kepler-968 c,1018,3.5 Earths,14.25,2016,5.7 days,0.0
3754,Kepler-969 b,1341,4.94 Earths,13.722,2016,34.2 days,0.0
3755,Kepler-969 c,1341,0.937 Earths,13.722,2016,1.7 days,0.0
3756,Kepler-96 b,402,8.46 Earths,10.297,2014,16.2 days,0.0
3757,Kepler-970 b,1142,8.1 Earths,14.806,2016,16.7 days,0.0
3758,Kepler-971 b,1125,5.18 Earths,13.218,2016,9.6 days,0.0
3759,Kepler-972 b,4254,19.5 Earths,14.892,2016,7 days,0.0
3760,Kepler-973 b,969,4.5 Earths,13.234,2016,49.6 days,0.0
3761,Kepler-974 b,395,3.09 Earths,14.413,2016,4.2 days,0.0
3762,Kepler-975 b,1318,2.79 Earths,14.452,2016,2 days,0.0
3763,Kepler-976 b,3327,14.9 Earths,15.803,2016,106 days,0.0
3764,Kepler-977 b,2166,7.37 Earths,14.823,2016,26.9 days,0.0
3765,Kepler-978 b,2035,9.22 Earths,13.374,2016,49.6 days,0.0
3766,Kepler-979 b,1977,7.85 Earths,14.625,2016,8.1 days,0.0
3767,Kepler-97 b,1323,3.51 Earths,12.813,2014,2.6 days,0.0
3768,Kepler-97 c,1323,1.08 Jupiters,12.813,2014,2.2 years,0.0
3769,Kepler-980 b,2623,7.61 Earths,14.112,2016,11.6 days,0.0
3770,Kepler-981 b,2978,5.95 Earths,14.704,2016,4.5 days,0.0
3771,Kepler-982 b,2290,5.69 Earths,12.987,2016,15.8 days,0.0
3772,Kepler-983 b,2137,6.17 Earths,13.986,2016,60.1 days,0.0
3773,Kepler-984 b,1504,5.14 Earths,13.468,2016,43 days,0.0
3774,Kepler-985 b,2417,9.17 Earths,14.717,2016,116.3 days,0.0
3775,Kepler-986 b,1837,6.17 Earths,13.642,2016,56.4 days,0.0
3776,Kepler-987 b,3053,10.7 Earths,14.979,2016,105.3 days,0.0
